Name,Age,GPA,Credits Completed,Year,Pathway
"Mohammed,Seeman",17,1.22,43,Sophmore,Buisness
"Ben ,Janus",17,3.44,23,Sophmore,Music
"Joe,Kurtis",17,3.51,8,Freshman,Computer Science
"James ,Janus",19,2.39,23,Senior,culinary
"William,Dirkas",18,1.56,5,Freshman,Computer Science
"Hugh ,Smith",18,3.45,32,Senior,Engineering
"Christopher,Tarken",18,1.01,34,Freshman,Music
"David,Dirkas",14,3.54,8,Sophmore,Pervert
"Mary ,Tarken",16,3.45,8,Senior,Engineering
"Thomas,Dirkas",15,3.62,5,Sophmore,Bio med
"Jessica ,Janus",17,0.07,26,Junior,Buisness
"Joe,Seeman",14,0.19,50,Junior,Early childhood Education
"Mohammed,Tarken",19,2.1,28,Junior,Marketing
"John ,Emma",16,2.24,46,Sophmore,Math
"Mary ,Smith",19,0.55,24,Junior,Early childhood Education
"Jerome ,Emma",15,1.54,28,Freshman,culinary
"James ,Anderson",17,2.32,52,Sophmore,Early College
"Thomas,Alakas",18,1.41,51,Senior,Pedophile
"Robert,Janus",18,4.42,0,Senior,Math
"Carman ,Dirkas",18,0.22,47,Junior,Pedophile
"John ,Smith",19,4.48,1,Sophmore,Early childhood Education
"Jerome ,Alakas",17,4.17,8,Sophmore,culinary
"Hugh ,Janus",18,0.66,48,Junior,Buisness
"Thomas,Anderson",18,2.72,50,Junior,Music
"Robert,Janus",15,0.89,16,Freshman,Music
"Jessica ,Smith",17,3.44,20,Senior,Engineering
"Mohammed,Anderson",19,1.9,27,Sophmore,Engineering
"Carman ,Seeman",15,1.91,45,Senior,Pervert
"Richard,Alakas",15,2.78,52,Senior,Early childhood Education
"Thomas,Tarken",19,1.19,18,Sophmore,Marketing
"John ,Tarken",18,2.52,14,Junior,Early childhood Education
"Thomas,Kurtis",17,3.91,10,Freshman,Engineering
"Jessica ,Dover",15,3.49,40,Sophmore,culinary
"Thomas,Anderson",18,3.77,16,Junior,Marketing
"Mac,Smith",19,2.23,9,Junior,Pedophile
"Jerome ,Dirkas",16,3.3,30,Freshman,criminal justice
"James ,Emma",14,3.82,1,Sophmore,criminal justice
"Carman ,Tarken",14,1.26,60,Sophmore,Pedophile
"Christopher,Dover",15,1.74,21,Senior,Early College
"Ben ,Tarken",18,2.24,19,Junior,criminal justice
"Carman ,Dover",14,0.36,41,Junior,Computer Science
"Jessica ,Kurtis",14,0.73,36,Senior,Marketing
"James ,Anderson",16,2.68,13,Senior,Pedophile
"Richard,Seeman",14,3.78,20,Junior,Athletics
"Carman ,Kurtis",18,3.98,35,Senior,Engineering
"Jerome ,Emma",16,1.32,52,Junior,Bio med
"John ,Dirkas",19,2.29,35,Sophmore,Athletics
"John ,Tarken",15,1.98,22,Senior,Early College
"Jessica ,Janus",15,2.24,59,Junior,criminal justice
"Hugh ,Smith",16,2.26,11,Senior,Marketing
"Hugh ,Anderson",15,1.39,32,Senior,Computer Science
"John ,Seeman",15,4.41,50,Freshman,Pedophile
"Ben ,Dirkas",15,2.76,49,Freshman,Pervert
"James ,Alakas",16,2.29,44,Junior,Pedophile
"Richard,Seeman",15,0.32,4,Senior,Math
"Christopher,Dirkas",15,0.24,58,Freshman,Math
"Jessica ,Anderson",14,1.73,42,Freshman,Pervert
"Mohammed,Smith",15,1.59,34,Junior,Athletics
"Mohammed,Dover",14,3.4,18,Senior,Buisness
"Robert,Alakas",15,4.29,50,Freshman,Computer Science
"Thomas,Kurtis",17,0.6,12,Senior,criminal justice
"Thomas,Janus",17,0.92,11,Senior,Music
"David,Dirkas",18,1.15,29,Freshman,Bio med
"Christopher,Alakas",19,1.28,7,Senior,Computer Science
"Ben ,Emma",17,2.58,39,Junior,Engineering
"Mary ,Dover",15,1.95,11,Junior,Pedophile
"Joe,Alakas",14,0.76,0,Sophmore,Computer Science
"John ,Kurtis",16,2.39,27,Sophmore,criminal justice
"Mohammed,Kurtis",14,3.39,3,Sophmore,Pervert
"Richard,Dirkas",18,4.41,2,Sophmore,Pervert
"Richard,Anderson",14,1.75,25,Freshman,criminal justice
"William,Anderson",17,0.33,54,Senior,Computer Science
"Richard,Smith",15,1.01,6,Sophmore,Math
"Mac,Anderson",19,0.89,57,Senior,Athletics
"Christopher,Kurtis",17,3.78,47,Senior,Computer Science
"Robert,Anderson",18,0.83,22,Sophmore,Athletics
"Ben ,Emma",16,4.35,23,Senior,Engineering
"Ben ,Dirkas",19,1.37,47,Junior,Marketing
"David,Janus",16,1.44,36,Sophmore,Music
"Thomas,Anderson",15,0.29,11,Sophmore,Engineering
"Jessica ,Tarken",19,2.8,35,Junior,culinary
"William,Kurtis",18,1.7,48,Junior,Music
"William,Alakas",19,3.23,17,Senior,Buisness
"John ,Seeman",18,0.83,42,Junior,Pedophile
"John ,Alakas",16,1.65,55,Junior,Engineering
"Jessica ,Emma",14,3.14,58,Sophmore,Pedophile
"Ben ,Anderson",14,0.98,14,Senior,Engineering
"Robert,Alakas",16,1.0,16,Junior,Buisness
"Christopher,Emma",19,2.07,4,Junior,culinary
"Mac,Seeman",16,1.41,11,Sophmore,Music
"Ben ,Tarken",14,2.45,54,Junior,Early College
"Joe,Dirkas",19,1.1,32,Junior,Pervert
"Hugh ,Smith",18,1.84,29,Junior,Buisness
"William,Emma",18,2.64,33,Freshman,Athletics
"Ben ,Alakas",14,2.67,14,Freshman,Pedophile
"Jerome ,Kurtis",14,2.27,42,Freshman,Math
"Robert,Janus",14,2.98,57,Freshman,Pedophile
"Richard,Kurtis",19,1.29,47,Sophmore,Music
"John ,Emma",15,0.23,60,Junior,Marketing
"Joe,Seeman",18,0.67,59,Freshman,criminal justice
"William,Kurtis",17,1.89,33,Junior,Early College
"Hugh ,Dover",14,3.82,17,Senior,criminal justice
"Thomas,Janus",15,3.76,23,Freshman,Computer Science
"Jessica ,Seeman",18,1.38,30,Junior,Music
"James ,Dover",16,2.66,2,Sophmore,Pervert
"William,Seeman",18,2.37,21,Sophmore,Marketing
"Mary ,Tarken",15,2.59,51,Senior,Math
"Thomas,Anderson",15,4.03,25,Senior,Bio med
"Christopher,Kurtis",15,4.07,22,Junior,Marketing
"Mohammed,Tarken",14,3.82,50,Junior,Bio med
"Robert,Anderson",14,1.28,34,Freshman,Engineering
"David,Dover",19,3.78,51,Junior,Pervert
"William,Alakas",18,3.99,19,Senior,Pervert
"Mary ,Dover",16,4.1,1,Sophmore,Pedophile
"Richard,Emma",15,0.55,22,Junior,culinary
"Hugh ,Emma",16,2.15,53,Freshman,Buisness
"Joe,Smith",14,3.75,47,Sophmore,Athletics
"William,Dirkas",17,3.14,14,Junior,Pedophile
"Mohammed,Janus",19,2.34,30,Senior,Marketing
"Hugh ,Smith",17,1.47,46,Junior,Computer Science
"Carman ,Dover",18,4.49,47,Sophmore,Early childhood Education
"David,Tarken",15,3.4,15,Freshman,Pervert
"David,Kurtis",14,1.98,17,Freshman,Bio med
"Thomas,Emma",17,0.66,19,Junior,Pedophile
"Christopher,Alakas",17,2.18,26,Senior,Athletics
"Ben ,Anderson",16,1.81,16,Freshman,Marketing
"William,Dover",18,1.9,30,Junior,Athletics
"Jessica ,Emma",16,2.84,22,Senior,Early College
"Robert,Dover",18,2.92,53,Senior,Marketing
"Joe,Tarken",18,0.38,34,Freshman,culinary
"Jerome ,Tarken",14,3.33,44,Junior,Early childhood Education
"Richard,Kurtis",15,3.01,47,Sophmore,Athletics
"Robert,Dirkas",19,3.43,1,Freshman,Marketing
"Christopher,Alakas",16,3.7,58,Junior,Bio med
"Mohammed,Janus",14,0.49,4,Sophmore,Engineering
"Mohammed,Janus",17,3.84,33,Senior,Engineering
"William,Anderson",16,0.91,35,Freshman,Early College
"James ,Anderson",18,1.14,3,Sophmore,Computer Science
"John ,Kurtis",18,0.92,30,Freshman,Early College
"William,Kurtis",14,0.09,43,Junior,Pedophile
"Carman ,Alakas",15,2.36,34,Senior,Bio med
"Mac,Seeman",15,3.86,7,Junior,Bio med
"Ben ,Smith",14,1.59,4,Freshman,Early childhood Education
"David,Anderson",16,3.78,39,Freshman,Computer Science
"Richard,Janus",15,4.24,49,Junior,Pedophile
"Hugh ,Kurtis",19,1.23,22,Freshman,Early childhood Education
"Jessica ,Kurtis",19,2.06,42,Junior,Bio med
"Joe,Anderson",15,0.42,42,Senior,Bio med
"David,Kurtis",15,2.98,9,Senior,Athletics
"Thomas,Smith",16,3.29,5,Junior,Marketing
"Jessica ,Seeman",16,3.21,57,Freshman,Bio med
"Christopher,Kurtis",15,3.77,34,Sophmore,Athletics
"Christopher,Dover",18,3.33,0,Senior,culinary
"Richard,Alakas",16,4.17,2,Junior,culinary
"Robert,Tarken",17,0.8,58,Freshman,Pervert
"John ,Seeman",17,0.1,26,Senior,Marketing
"David,Tarken",19,4.33,43,Senior,Bio med
"Mohammed,Anderson",17,4.31,28,Junior,Marketing
"Jessica ,Tarken",19,3.02,7,Junior,Marketing
"Jessica ,Anderson",17,3.77,52,Senior,criminal justice
"Ben ,Seeman",15,0.2,55,Freshman,Buisness
"Richard,Tarken",19,3.87,33,Freshman,Computer Science
"Richard,Dover",17,1.76,18,Junior,Music
"Robert,Seeman",14,0.76,15,Senior,Marketing
"Richard,Alakas",16,4.12,4,Junior,Pervert
"William,Alakas",17,1.87,38,Sophmore,Early childhood Education
"Carman ,Emma",18,2.32,11,Junior,Music
"Christopher,Anderson",14,1.2,32,Junior,Music
"Ben ,Kurtis",18,0.1,27,Freshman,culinary
"William,Dover",16,4.43,24,Sophmore,Pedophile
"Mary ,Smith",19,1.41,18,Sophmore,Pedophile
"Jessica ,Kurtis",15,1.59,38,Freshman,Engineering
"Richard,Anderson",19,0.07,41,Senior,Marketing
"Mary ,Kurtis",15,3.36,59,Junior,culinary
"William,Janus",15,4.45,4,Sophmore,Engineering
"Christopher,Dirkas",18,2.23,33,Senior,Early College
"Carman ,Dover",14,4.36,28,Senior,Athletics
"Jessica ,Dirkas",16,3.08,11,Junior,Pervert
"Jessica ,Janus",14,1.48,53,Junior,Buisness
"Ben ,Tarken",18,1.07,10,Senior,culinary
"John ,Dirkas",14,0.81,18,Junior,Computer Science
"Carman ,Seeman",18,3.12,28,Junior,Pedophile
"William,Smith",17,4.19,3,Senior,Pervert
"Joe,Seeman",15,4.31,5,Sophmore,Bio med
"William,Alakas",14,1.3,15,Freshman,criminal justice
"Hugh ,Janus",17,2.89,27,Junior,Buisness
"William,Anderson",16,3.92,31,Junior,Early College
"John ,Smith",19,0.01,2,Junior,Pervert
"Richard,Seeman",19,3.41,17,Senior,Early childhood Education
"Richard,Dirkas",19,4.17,46,Sophmore,Early College
"David,Dirkas",14,1.86,42,Junior,Early College
"James ,Alakas",17,1.32,58,Senior,Computer Science
"Mac,Janus",16,1.75,26,Senior,Early College
"William,Dirkas",17,3.1,3,Junior,Athletics
"Thomas,Tarken",16,4.43,15,Junior,Music
"Richard,Anderson",15,1.24,34,Freshman,Pedophile
"Joe,Kurtis",17,0.05,19,Junior,Bio med
"Joe,Emma",16,0.99,31,Sophmore,Athletics
"Ben ,Dover",18,2.28,48,Junior,Marketing
"Thomas,Emma",14,0.53,8,Junior,Marketing
"Robert,Seeman",16,2.67,15,Freshman,Early childhood Education
"Richard,Janus",18,3.89,15,Senior,Engineering
"Joe,Anderson",18,2.67,36,Junior,Bio med
"Ben ,Tarken",16,2.94,28,Junior,Early College
"Jessica ,Seeman",16,3.94,20,Junior,criminal justice
"Jessica ,Anderson",16,2.51,6,Freshman,Early childhood Education
"Joe,Janus",17,2.42,17,Freshman,culinary
"John ,Janus",17,1.95,9,Senior,Bio med
"Mary ,Dover",14,2.41,31,Junior,Early College
"Robert,Anderson",19,3.82,8,Freshman,Bio med
"Mac,Dover",17,2.82,4,Senior,Engineering
"Mohammed,Kurtis",15,1.19,58,Senior,Early childhood Education
"Joe,Dirkas",18,2.58,8,Senior,Early College
"Mohammed,Anderson",17,2.34,8,Senior,Pedophile
"John ,Smith",14,2.26,9,Senior,Computer Science
"Joe,Seeman",18,2.15,25,Junior,Buisness
"Jerome ,Emma",15,4.0,39,Sophmore,Music
"Joe,Smith",18,2.18,30,Senior,Buisness
"Ben ,Alakas",18,0.73,6,Freshman,criminal justice
"Jessica ,Dirkas",19,2.67,10,Junior,Pervert
"Thomas,Smith",18,3.09,58,Senior,Buisness
"James ,Smith",17,2.05,15,Sophmore,culinary
"Richard,Kurtis",17,2.51,48,Junior,Math
"Carman ,Kurtis",17,2.87,30,Freshman,Marketing
"Mary ,Seeman",19,3.33,28,Senior,Math
"William,Dover",18,2.18,60,Junior,Early childhood Education
"William,Smith",17,3.79,50,Senior,Engineering
"Thomas,Anderson",16,0.34,53,Sophmore,Early College
"Hugh ,Emma",19,3.55,32,Freshman,Engineering
"Christopher,Janus",14,2.16,12,Junior,Early College
"Mac,Kurtis",15,0.06,14,Sophmore,Engineering
"Robert,Dover",14,3.29,12,Sophmore,Computer Science
"Thomas,Smith",16,3.62,11,Freshman,Athletics
"Jessica ,Seeman",18,3.03,3,Junior,Buisness
"Joe,Kurtis",16,1.96,0,Junior,criminal justice
"Ben ,Kurtis",18,2.08,23,Sophmore,Pervert
"Hugh ,Anderson",17,2.04,18,Freshman,Buisness
"Mary ,Smith",17,3.82,60,Freshman,Athletics
"John ,Janus",14,2.71,17,Senior,Music
"Hugh ,Janus",14,2.23,11,Senior,Athletics
"Robert,Anderson",19,4.28,11,Freshman,Athletics
"Richard,Emma",19,0.85,14,Junior,Computer Science
"Jessica ,Seeman",15,0.54,16,Junior,Bio med
"Jerome ,Anderson",14,1.22,16,Junior,Engineering
"Mary ,Dover",19,4.24,21,Junior,Music
"John ,Alakas",18,1.41,26,Freshman,Music
"Richard,Alakas",15,2.42,15,Senior,Music
"Ben ,Janus",14,2.29,58,Junior,criminal justice
"Hugh ,Dover",19,0.91,34,Junior,Math
"Mac,Anderson",17,1.42,59,Sophmore,Computer Science
"Mary ,Dirkas",15,2.42,46,Freshman,Pervert
"Jerome ,Kurtis",15,3.59,44,Sophmore,Athletics
"Richard,Seeman",17,0.19,31,Sophmore,Buisness
"Jerome ,Dover",19,2.8,30,Freshman,Marketing
"Jessica ,Janus",16,1.15,24,Sophmore,Engineering
"Thomas,Janus",17,3.95,39,Freshman,Pervert
"James ,Tarken",16,2.16,59,Sophmore,Math
"Thomas,Tarken",19,1.28,42,Senior,Early childhood Education
"Carman ,Kurtis",17,2.14,45,Sophmore,Engineering
"David,Emma",17,0.4,12,Freshman,Buisness
"David,Seeman",14,2.2,34,Sophmore,Pedophile
"Jerome ,Tarken",16,1.45,47,Senior,Bio med
"Ben ,Seeman",16,2.24,56,Sophmore,Marketing
"Hugh ,Tarken",19,2.47,11,Sophmore,Marketing
"Thomas,Dover",16,2.02,55,Sophmore,Pedophile
"Christopher,Janus",16,3.84,39,Senior,culinary
"Mohammed,Tarken",19,2.97,13,Freshman,Marketing
"Thomas,Alakas",16,1.34,2,Sophmore,Bio med
"John ,Emma",16,0.62,3,Senior,Music
"Ben ,Smith",19,0.21,19,Junior,Math
"Mac,Seeman",19,2.35,27,Junior,culinary
"Mac,Dirkas",18,2.75,51,Senior,Early childhood Education
"John ,Tarken",15,1.25,39,Junior,Bio med
"Carman ,Anderson",17,3.34,51,Junior,Math
"Hugh ,Emma",15,2.01,46,Junior,Early childhood Education
"Robert,Anderson",15,0.83,5,Senior,Early College
"Ben ,Kurtis",18,2.3,47,Junior,culinary
"Mac,Kurtis",16,3.56,28,Sophmore,Early College
"William,Dover",15,1.08,60,Freshman,Computer Science
"Carman ,Tarken",14,1.24,26,Junior,Marketing
"Jerome ,Seeman",15,1.33,26,Senior,Early College
"William,Janus",17,2.05,10,Freshman,Bio med
"Mac,Dirkas",15,3.52,53,Junior,Marketing
"Christopher,Emma",18,3.54,13,Freshman,culinary
"Thomas,Seeman",15,0.98,56,Freshman,Music
"Mac,Kurtis",14,4.14,6,Junior,Music
"Joe,Janus",14,0.77,2,Senior,Engineering
"Carman ,Alakas",18,2.66,55,Sophmore,Pedophile
"Mary ,Janus",14,2.32,55,Senior,Bio med
"William,Dover",19,3.75,43,Sophmore,Computer Science
"Carman ,Alakas",15,3.95,9,Freshman,Bio med
"Thomas,Tarken",16,3.32,23,Senior,culinary
"Christopher,Dirkas",18,2.68,33,Junior,Pedophile
"Jerome ,Smith",14,3.29,18,Junior,Early childhood Education
"William,Tarken",15,1.17,0,Junior,Pedophile
"Richard,Janus",16,3.68,48,Sophmore,Bio med
"Carman ,Janus",15,2.48,24,Senior,Early College
"Thomas,Emma",19,2.69,15,Junior,Buisness
"Hugh ,Seeman",14,4.18,44,Sophmore,Athletics
"William,Seeman",14,0.71,45,Freshman,Engineering
"Thomas,Janus",16,3.07,50,Senior,Marketing
"Mohammed,Kurtis",18,2.88,7,Senior,Bio med
"Thomas,Dirkas",17,1.5,52,Sophmore,Pedophile
"Mohammed,Anderson",19,1.66,36,Freshman,Marketing
"Robert,Kurtis",15,0.52,15,Junior,Pedophile
"Mohammed,Tarken",14,1.34,28,Sophmore,Marketing
"Ben ,Dirkas",14,0.44,31,Junior,Buisness
"Carman ,Alakas",19,2.82,35,Sophmore,Music
"Carman ,Tarken",18,3.78,22,Junior,Music
"James ,Emma",16,4.17,52,Senior,Pedophile
"Carman ,Dirkas",18,1.08,57,Junior,Pedophile
"William,Dirkas",18,2.86,32,Freshman,Pervert
"Mary ,Dover",17,2.89,28,Sophmore,Pedophile
"Mary ,Anderson",19,2.74,58,Senior,Pervert
"Christopher,Dover",19,0.66,4,Freshman,Early College
"Mohammed,Seeman",14,1.77,53,Sophmore,Early childhood Education
"Robert,Tarken",14,1.54,30,Freshman,Buisness
"James ,Seeman",16,4.3,58,Senior,criminal justice
"Ben ,Janus",17,3.43,50,Sophmore,culinary
"Robert,Seeman",16,2.51,16,Senior,criminal justice
"Thomas,Emma",18,2.73,23,Senior,Engineering
"David,Emma",16,2.95,27,Sophmore,Early childhood Education
"James ,Emma",16,0.65,44,Freshman,Engineering
"Christopher,Seeman",19,2.75,48,Sophmore,Music
"Richard,Janus",16,3.46,1,Senior,Engineering
"Jerome ,Kurtis",17,2.24,9,Freshman,Music
"Mohammed,Dirkas",17,3.79,22,Sophmore,Athletics
"Hugh ,Tarken",17,1.26,52,Freshman,Early College
"Joe,Tarken",17,1.35,55,Freshman,Engineering
"Ben ,Kurtis",14,3.65,1,Senior,criminal justice
"Carman ,Emma",15,0.42,59,Junior,Athletics
"Mac,Smith",15,2.88,16,Sophmore,Math
"Thomas,Dover",16,2.51,38,Sophmore,Athletics
"Carman ,Kurtis",18,3.25,6,Freshman,criminal justice
"Carman ,Emma",14,2.77,48,Freshman,culinary
"Jessica ,Dirkas",18,0.39,53,Senior,Bio med
"Mary ,Tarken",14,1.16,7,Freshman,Athletics
"Richard,Tarken",19,2.31,48,Freshman,Early College
"Jerome ,Tarken",14,2.92,40,Freshman,Buisness
"William,Alakas",18,0.76,43,Junior,Marketing
"Thomas,Alakas",16,0.0,13,Senior,Computer Science
"Thomas,Tarken",18,3.69,48,Sophmore,Pervert
"Mary ,Dover",17,0.59,59,Senior,Math
"Joe,Seeman",16,0.48,44,Freshman,Bio med
"Mohammed,Anderson",18,1.63,21,Freshman,culinary
"Robert,Emma",18,1.44,48,Junior,Athletics
"Carman ,Emma",19,0.27,38,Senior,Pedophile
"John ,Janus",17,1.72,3,Sophmore,Athletics
"William,Dirkas",18,2.72,58,Sophmore,Early childhood Education
"Thomas,Alakas",15,2.11,53,Freshman,criminal justice
"Thomas,Smith",19,4.34,39,Sophmore,Buisness
"David,Seeman",18,3.81,51,Freshman,Computer Science
"Jessica ,Emma",14,1.31,40,Freshman,Computer Science
"Ben ,Anderson",19,1.92,19,Senior,Early childhood Education
"Hugh ,Janus",15,2.62,10,Senior,Math
"Mary ,Emma",16,2.51,28,Sophmore,criminal justice
"Jerome ,Smith",18,1.7,58,Sophmore,Engineering
"Ben ,Janus",19,3.55,4,Junior,Buisness
"Christopher,Kurtis",15,4.35,36,Junior,Athletics
"Mohammed,Smith",17,4.08,24,Sophmore,criminal justice
"Mary ,Janus",15,1.19,12,Sophmore,Marketing
"Hugh ,Tarken",17,0.71,50,Freshman,Engineering
"James ,Janus",19,3.18,60,Freshman,Buisness
"Hugh ,Seeman",19,2.22,0,Junior,Pervert
"Mac,Alakas",16,0.8,30,Senior,Early College
"Carman ,Smith",18,3.74,20,Freshman,Computer Science
"Mac,Dirkas",19,2.76,12,Junior,Early College
"Robert,Emma",19,3.96,38,Senior,Marketing
"Jessica ,Dover",19,1.7,41,Sophmore,Pervert
"Robert,Janus",14,3.91,45,Sophmore,Music
"David,Tarken",19,0.78,53,Freshman,criminal justice
"Ben ,Smith",17,4.4,60,Junior,Pervert
"Thomas,Smith",15,2.31,27,Junior,criminal justice
"Christopher,Emma",15,2.83,51,Sophmore,Pervert
"Mac,Smith",17,4.27,33,Junior,Pedophile
"James ,Anderson",17,3.3,26,Senior,Math
"Hugh ,Kurtis",14,3.13,25,Sophmore,Bio med
"Joe,Dover",16,4.08,50,Senior,Early childhood Education
"Jerome ,Anderson",17,0.13,11,Junior,Computer Science
"Ben ,Anderson",14,3.69,17,Senior,criminal justice
"Richard,Kurtis",16,0.82,19,Junior,Marketing
"Thomas,Dirkas",19,2.06,31,Sophmore,Music
"Ben ,Anderson",18,0.59,43,Senior,Pervert
"James ,Seeman",14,1.45,28,Senior,Athletics
"Jessica ,Dover",17,1.39,45,Senior,Pervert
"John ,Janus",16,3.56,24,Junior,criminal justice
"Richard,Smith",19,1.47,52,Junior,Early College
"Thomas,Seeman",16,3.68,49,Sophmore,Engineering
"Mac,Smith",18,4.02,36,Junior,Buisness
"Joe,Alakas",14,3.37,60,Freshman,Early College
"Mary ,Alakas",18,1.27,44,Senior,Marketing
"Richard,Dover",14,2.14,1,Junior,Pervert
"Thomas,Kurtis",16,1.83,15,Senior,Engineering
"Ben ,Janus",19,2.52,47,Junior,Marketing
"Joe,Emma",18,3.31,10,Senior,Music
"Richard,Janus",18,2.41,11,Sophmore,Bio med
"Robert,Anderson",18,4.32,43,Senior,Pedophile
"James ,Tarken",14,1.26,28,Sophmore,culinary
"Mac,Kurtis",17,3.12,15,Senior,Early childhood Education
"Mac,Janus",19,0.37,44,Senior,criminal justice
"James ,Seeman",14,3.48,4,Sophmore,Buisness
"Mary ,Kurtis",17,1.91,41,Sophmore,Computer Science
"Mary ,Anderson",14,0.24,6,Senior,Math
"Mary ,Dover",16,1.76,7,Senior,Athletics
"Robert,Janus",19,0.54,34,Sophmore,Early childhood Education
"Richard,Seeman",15,2.4,10,Sophmore,Pedophile
"Mohammed,Emma",15,3.48,52,Freshman,Bio med
"Jerome ,Dirkas",16,2.73,35,Freshman,Pedophile
"Jerome ,Smith",15,0.08,58,Junior,Early College
"Mohammed,Smith",15,2.85,29,Freshman,Engineering
"Robert,Tarken",17,0.48,9,Sophmore,Marketing
"Ben ,Janus",17,0.3,10,Junior,Early College
"William,Alakas",15,4.38,55,Senior,Bio med
"David,Dirkas",19,0.99,54,Senior,Computer Science
"William,Dover",15,2.48,23,Senior,criminal justice
"John ,Dover",19,3.5,22,Senior,Athletics
"Jessica ,Kurtis",19,2.17,33,Junior,Pervert
"Robert,Emma",19,4.25,37,Freshman,Pedophile
"Thomas,Seeman",16,4.17,41,Sophmore,criminal justice
"Ben ,Emma",17,0.1,43,Senior,Pedophile
"Mac,Emma",17,2.82,3,Freshman,culinary
"Ben ,Kurtis",18,3.92,58,Senior,Early College
"Christopher,Janus",19,4.14,19,Sophmore,Math
"James ,Smith",14,1.27,60,Junior,Pedophile
"Hugh ,Anderson",16,2.28,15,Freshman,Athletics
"Mary ,Dirkas",16,3.3,49,Sophmore,culinary
"James ,Smith",16,3.13,32,Junior,Math
"Mac,Dover",17,2.58,37,Senior,Early childhood Education
"Carman ,Tarken",15,4.08,17,Sophmore,Math
"Robert,Emma",18,1.42,37,Freshman,Engineering
"Richard,Seeman",19,1.69,19,Sophmore,Early childhood Education
"Mary ,Janus",18,3.1,43,Senior,Athletics
"Mac,Dover",15,0.95,52,Junior,Pervert
"Mac,Seeman",16,1.05,41,Senior,Bio med
"Carman ,Kurtis",17,0.44,8,Sophmore,Buisness
"Mary ,Anderson",15,4.47,31,Senior,Pedophile
"Mohammed,Dirkas",17,3.72,13,Sophmore,Pervert
"Carman ,Dover",16,3.68,37,Sophmore,Early childhood Education
"Mohammed,Anderson",16,1.13,43,Freshman,Athletics
"William,Dirkas",19,1.83,25,Junior,Buisness
"Joe,Dirkas",14,2.78,26,Junior,Pedophile
"Mary ,Dirkas",19,2.74,18,Senior,Pervert
"Mohammed,Smith",14,3.54,3,Junior,Buisness
"Jessica ,Dirkas",14,1.7,33,Sophmore,Music
"Christopher,Janus",19,3.33,55,Junior,Buisness
"David,Tarken",14,4.14,36,Freshman,culinary
"Jessica ,Dirkas",14,1.97,34,Junior,Marketing
"David,Kurtis",18,0.05,22,Freshman,Early College
"Hugh ,Janus",18,2.28,31,Senior,culinary
"Hugh ,Tarken",19,1.21,11,Senior,Buisness
"David,Emma",16,3.17,23,Sophmore,Early childhood Education
"Richard,Tarken",18,3.96,39,Freshman,Music
"Ben ,Dover",16,2.89,52,Freshman,Music
"John ,Smith",19,3.94,51,Freshman,Music
"Joe,Seeman",14,3.49,47,Freshman,Early childhood Education
"William,Tarken",19,0.56,29,Senior,Buisness
"Christopher,Janus",14,2.1,23,Freshman,Athletics
"Mary ,Kurtis",14,4.0,46,Sophmore,Marketing
"Mary ,Alakas",17,2.04,18,Senior,criminal justice
"Richard,Emma",17,2.29,12,Sophmore,Math
"Hugh ,Tarken",17,0.01,31,Junior,culinary
"Mohammed,Janus",17,1.75,49,Senior,Engineering
"Carman ,Anderson",15,3.84,41,Senior,Marketing
"John ,Anderson",15,0.44,49,Junior,Math
"Thomas,Dover",14,1.01,15,Senior,Athletics
"Thomas,Kurtis",16,3.92,43,Freshman,Early College
"Richard,Dirkas",19,2.75,30,Junior,Marketing
"Hugh ,Smith",14,0.68,6,Sophmore,criminal justice
"John ,Dirkas",18,3.62,50,Freshman,Music
"Richard,Emma",17,3.03,22,Sophmore,Computer Science
"Richard,Emma",19,3.21,10,Sophmore,Pedophile
"Ben ,Emma",15,2.18,48,Junior,Engineering
"David,Smith",14,0.23,18,Junior,Athletics
"Carman ,Emma",17,1.52,26,Sophmore,Engineering
"Robert,Smith",16,3.94,28,Sophmore,Bio med
"Ben ,Alakas",17,3.81,21,Junior,Pedophile
"Mohammed,Emma",16,0.39,8,Sophmore,Pervert
"Thomas,Anderson",16,1.29,24,Senior,Pervert
"Mac,Emma",14,0.25,19,Sophmore,Athletics
"William,Emma",19,1.46,21,Freshman,Music
"James ,Tarken",18,1.35,57,Junior,Bio med
"Jessica ,Dover",19,0.51,11,Freshman,Pedophile
"Ben ,Dover",16,1.91,6,Freshman,Marketing
"Hugh ,Tarken",15,1.24,48,Freshman,Computer Science
"Mohammed,Dirkas",18,0.48,28,Freshman,Early childhood Education
"Mac,Emma",17,0.5,39,Sophmore,Marketing
"William,Tarken",15,1.97,24,Junior,Pedophile
"Jerome ,Smith",17,0.38,10,Freshman,Computer Science
"Mary ,Kurtis",19,2.47,22,Junior,Buisness
"Richard,Anderson",15,3.03,10,Junior,culinary
"Jessica ,Tarken",17,0.51,47,Sophmore,Bio med
"Joe,Kurtis",16,4.32,38,Senior,culinary
"Hugh ,Smith",17,0.14,14,Sophmore,culinary
"John ,Emma",14,1.78,34,Junior,criminal justice
"Mary ,Dirkas",16,2.54,10,Freshman,Buisness
"Jessica ,Dover",18,1.35,35,Junior,Buisness
"James ,Janus",16,0.78,58,Freshman,Pedophile
"Jessica ,Tarken",16,2.78,55,Sophmore,Pervert
"Thomas,Janus",15,3.46,35,Senior,culinary
